SCH_YEAR,DIST_NAME,SCH_NAME,DISAGG_LABEL,FOUR_YR_GRADRATE,,,,,,,,,,,,
20122013,Raceland-Worthington Independent,Raceland-Worthington High School,All Students,98.6,,,,,,,,,,,,
20122013,Raceland-Worthington Independent,Raceland-Worthington High School,Male,100.0,,,,,,,,,,,,
20122013,Raceland-Worthington Independent,Raceland-Worthington High School,Female,97.3,,,,,,,,,,,,
20122013,Raceland-Worthington Independent,Raceland-Worthington High School,White (Non-Hispanic),98.6,,,,,,,,,,,,
20122013,Raceland-Worthington Independent,Raceland-Worthington High School,African American,***,,,,,,,,,,,,
20122013,Raceland-Worthington Independent,Raceland-Worthington High School,Hispanic,***,,,,,,,,,,,,
20122013,Raceland-Worthington Independent,Raceland-Worthington High School,Asian,***,,,,,,,,,,,,
20122013,Raceland-Worthington Independent,Raceland-Worthington High School,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Raceland-Worthington Independent,Raceland-Worthington High School,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Raceland-Worthington Independent,Raceland-Worthington High School,Two or more races,***,,,,,,,,,,,,
20122013,Raceland-Worthington Independent,Raceland-Worthington High School,Migrant,***,,,,,,,,,,,,
20122013,Raceland-Worthington Independent,Raceland-Worthington High School,Limited English Proficiency,***,,,,,,,,,,,,
20122013,Raceland-Worthington Independent,Raceland-Worthington High School,Free/Reduced-Price Meals,95.2,,,,,,,,,,,,
20122013,Raceland-Worthington Independent,Raceland-Worthington High School,Disability-With IEP (Total),***,,,,,,,,,,,,
20122013,Raceland-Worthington Independent,Raceland-Worthington High School,Gap Group (non-duplicated),95.8,,,,,,,,,,,,
20122013,Raceland-Worthington Independent,--District Total--,All Students,97.3,,,,,,,,,,,,
20122013,Raceland-Worthington Independent,--District Total--,Male,97.4,,,,,,,,,,,,
20122013,Raceland-Worthington Independent,--District Total--,Female,97.3,,,,,,,,,,,,
20122013,Raceland-Worthington Independent,--District Total--,White (Non-Hispanic),97.3,,,,,,,,,,,,
20122013,Raceland-Worthington Independent,--District Total--,African American,***,,,,,,,,,,,,
20122013,Raceland-Worthington Independent,--District Total--,Hispanic,***,,,,,,,,,,,,
20122013,Raceland-Worthington Independent,--District Total--,Asian,***,,,,,,,,,,,,
20122013,Raceland-Worthington Independent,--District Total--,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Raceland-Worthington Independent,--District Total--,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Raceland-Worthington Independent,--District Total--,Two or more races,***,,,,,,,,,,,,
20122013,Raceland-Worthington Independent,--District Total--,Migrant,***,,,,,,,,,,,,
20122013,Raceland-Worthington Independent,--District Total--,Limited English Proficiency,***,,,,,,,,,,,,
20122013,Raceland-Worthington Independent,--District Total--,Free/Reduced-Price Meals,90.9,,,,,,,,,,,,
20122013,Raceland-Worthington Independent,--District Total--,Disability-With IEP (Total),***,,,,,,,,,,,,
20122013,Raceland-Worthington Independent,--District Total--,Gap Group (non-duplicated),92.0,,,,,,,,,,,,
20122013,Robertson County,Robertson County School,All Students,95.8,,,,,,,,,,,,
20122013,Robertson County,Robertson County School,Male,90.9,,,,,,,,,,,,
20122013,Robertson County,Robertson County School,Female,100.0,,,,,,,,,,,,
20122013,Robertson County,Robertson County School,White (Non-Hispanic),95.5,,,,,,,,,,,,
20122013,Robertson County,Robertson County School,African American,***,,,,,,,,,,,,
20122013,Robertson County,Robertson County School,Hispanic,***,,,,,,,,,,,,
20122013,Robertson County,Robertson County School,Asian,***,,,,,,,,,,,,
20122013,Robertson County,Robertson County School,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Robertson County,Robertson County School,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Robertson County,Robertson County School,Two or more races,***,,,,,,,,,,,,
20122013,Robertson County,Robertson County School,Migrant,***,,,,,,,,,,,,
20122013,Robertson County,Robertson County School,Limited English Proficiency,***,,,,,,,,,,,,
20122013,Robertson County,Robertson County School,Free/Reduced-Price Meals,94.4,,,,,,,,,,,,
20122013,Robertson County,Robertson County School,Disability-With IEP (Total),***,,,,,,,,,,,,
20122013,Robertson County,Robertson County School,Gap Group (non-duplicated),94.4,,,,,,,,,,,,
20122013,Robertson County,--District Total--,All Students,95.8,,,,,,,,,,,,
20122013,Robertson County,--District Total--,Male,90.9,,,,,,,,,,,,
20122013,Robertson County,--District Total--,Female,100.0,,,,,,,,,,,,
20122013,Robertson County,--District Total--,White (Non-Hispanic),95.5,,,,,,,,,,,,
20122013,Robertson County,--District Total--,African American,***,,,,,,,,,,,,
20122013,Robertson County,--District Total--,Hispanic,***,,,,,,,,,,,,
20122013,Robertson County,--District Total--,Asian,***,,,,,,,,,,,,
20122013,Robertson County,--District Total--,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Robertson County,--District Total--,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Robertson County,--District Total--,Two or more races,***,,,,,,,,,,,,
20122013,Robertson County,--District Total--,Migrant,***,,,,,,,,,,,,
20122013,Robertson County,--District Total--,Limited English Proficiency,***,,,,,,,,,,,,
20122013,Robertson County,--District Total--,Free/Reduced-Price Meals,94.4,,,,,,,,,,,,
20122013,Robertson County,--District Total--,Disability-With IEP (Total),***,,,,,,,,,,,,
20122013,Robertson County,--District Total--,Gap Group (non-duplicated),94.4,,,,,,,,,,,,
20122013,Rockcastle County,Rockcastle County High School,All Students,92.6,,,,,,,,,,,,
20122013,Rockcastle County,Rockcastle County High School,Male,94.6,,,,,,,,,,,,
20122013,Rockcastle County,Rockcastle County High School,Female,90.4,,,,,,,,,,,,
20122013,Rockcastle County,Rockcastle County High School,White (Non-Hispanic),92.9,,,,,,,,,,,,
20122013,Rockcastle County,Rockcastle County High School,African American,***,,,,,,,,,,,,
20122013,Rockcastle County,Rockcastle County High School,Hispanic,***,,,,,,,,,,,,
20122013,Rockcastle County,Rockcastle County High School,Asian,***,,,,,,,,,,,,
20122013,Rockcastle County,Rockcastle County High School,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Rockcastle County,Rockcastle County High School,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Rockcastle County,Rockcastle County High School,Two or more races,***,,,,,,,,,,,,
20122013,Rockcastle County,Rockcastle County High School,Migrant,***,,,,,,,,,,,,
20122013,Rockcastle County,Rockcastle County High School,Limited English Proficiency,***,,,,,,,,,,,,
20122013,Rockcastle County,Rockcastle County High School,Free/Reduced-Price Meals,90.4,,,,,,,,,,,,
20122013,Rockcastle County,Rockcastle County High School,Disability-With IEP (Total),92.3,,,,,,,,,,,,
20122013,Rockcastle County,Rockcastle County High School,Gap Group (non-duplicated),90.1,,,,,,,,,,,,
20122013,Rockcastle County,--District Total--,All Students,92.1,,,,,,,,,,,,
20122013,Rockcastle County,--District Total--,Male,93.4,,,,,,,,,,,,
20122013,Rockcastle County,--District Total--,Female,90.7,,,,,,,,,,,,
20122013,Rockcastle County,--District Total--,White (Non-Hispanic),92.4,,,,,,,,,,,,
20122013,Rockcastle County,--District Total--,African American,***,,,,,,,,,,,,
20122013,Rockcastle County,--District Total--,Hispanic,***,,,,,,,,,,,,
20122013,Rockcastle County,--District Total--,Asian,***,,,,,,,,,,,,
20122013,Rockcastle County,--District Total--,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Rockcastle County,--District Total--,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Rockcastle County,--District Total--,Two or more races,***,,,,,,,,,,,,
20122013,Rockcastle County,--District Total--,Migrant,***,,,,,,,,,,,,
20122013,Rockcastle County,--District Total--,Limited English Proficiency,***,,,,,,,,,,,,
20122013,Rockcastle County,--District Total--,Free/Reduced-Price Meals,89.9,,,,,,,,,,,,
20122013,Rockcastle County,--District Total--,Disability-With IEP (Total),92.6,,,,,,,,,,,,
20122013,Rockcastle County,--District Total--,Gap Group (non-duplicated),89.6,,,,,,,,,,,,
20122013,Rowan County,Rowan County Senior High School,All Students,92.5,,,,,,,,,,,,
20122013,Rowan County,Rowan County Senior High School,Male,94.5,,,,,,,,,,,,
20122013,Rowan County,Rowan County Senior High School,Female,90.3,,,,,,,,,,,,
20122013,Rowan County,Rowan County Senior High School,White (Non-Hispanic),92.0,,,,,,,,,,,,
20122013,Rowan County,Rowan County Senior High School,African American,***,,,,,,,,,,,,
20122013,Rowan County,Rowan County Senior High School,Hispanic,***,,,,,,,,,,,,
20122013,Rowan County,Rowan County Senior High School,Asian,***,,,,,,,,,,,,
20122013,Rowan County,Rowan County Senior High School,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Rowan County,Rowan County Senior High School,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Rowan County,Rowan County Senior High School,Two or more races,***,,,,,,,,,,,,
20122013,Rowan County,Rowan County Senior High School,Migrant,***,,,,,,,,,,,,
20122013,Rowan County,Rowan County Senior High School,Limited English Proficiency,***,,,,,,,,,,,,
20122013,Rowan County,Rowan County Senior High School,Free/Reduced-Price Meals,98.2,,,,,,,,,,,,
20122013,Rowan County,Rowan County Senior High School,Disability-With IEP (Total),***,,,,,,,,,,,,
20122013,Rowan County,Rowan County Senior High School,Gap Group (non-duplicated),97.3,,,,,,,,,,,,
20122013,Rowan County,--District Total--,All Students,92.5,,,,,,,,,,,,
20122013,Rowan County,--District Total--,Male,94.5,,,,,,,,,,,,
20122013,Rowan County,--District Total--,Female,90.3,,,,,,,,,,,,
20122013,Rowan County,--District Total--,White (Non-Hispanic),92.0,,,,,,,,,,,,
20122013,Rowan County,--District Total--,African American,***,,,,,,,,,,,,
20122013,Rowan County,--District Total--,Hispanic,***,,,,,,,,,,,,
20122013,Rowan County,--District Total--,Asian,***,,,,,,,,,,,,
20122013,Rowan County,--District Total--,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Rowan County,--District Total--,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Rowan County,--District Total--,Two or more races,***,,,,,,,,,,,,
20122013,Rowan County,--District Total--,Migrant,***,,,,,,,,,,,,
20122013,Rowan County,--District Total--,Limited English Proficiency,***,,,,,,,,,,,,
20122013,Rowan County,--District Total--,Free/Reduced-Price Meals,98.2,,,,,,,,,,,,
20122013,Rowan County,--District Total--,Disability-With IEP (Total),***,,,,,,,,,,,,
20122013,Rowan County,--District Total--,Gap Group (non-duplicated),97.3,,,,,,,,,,,,
20122013,Russell County,Russell County High School,All Students,88.9,,,,,,,,,,,,
20122013,Russell County,Russell County High School,Male,86.8,,,,,,,,,,,,
20122013,Russell County,Russell County High School,Female,91.7,,,,,,,,,,,,
20122013,Russell County,Russell County High School,White (Non-Hispanic),89.5,,,,,,,,,,,,
20122013,Russell County,Russell County High School,African American,***,,,,,,,,,,,,
20122013,Russell County,Russell County High School,Hispanic,***,,,,,,,,,,,,
20122013,Russell County,Russell County High School,Asian,***,,,,,,,,,,,,
20122013,Russell County,Russell County High School,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Russell County,Russell County High School,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Russell County,Russell County High School,Two or more races,***,,,,,,,,,,,,
20122013,Russell County,Russell County High School,Migrant,***,,,,,,,,,,,,
20122013,Russell County,Russell County High School,Limited English Proficiency,***,,,,,,,,,,,,
20122013,Russell County,Russell County High School,Free/Reduced-Price Meals,84.9,,,,,,,,,,,,
20122013,Russell County,Russell County High School,Disability-With IEP (Total),63.2,,,,,,,,,,,,
20122013,Russell County,Russell County High School,Gap Group (non-duplicated),85.0,,,,,,,,,,,,
20122013,Russell County,--District Total--,All Students,88.9,,,,,,,,,,,,
20122013,Russell County,--District Total--,Male,86.8,,,,,,,,,,,,
20122013,Russell County,--District Total--,Female,91.7,,,,,,,,,,,,
20122013,Russell County,--District Total--,White (Non-Hispanic),89.5,,,,,,,,,,,,
20122013,Russell County,--District Total--,African American,***,,,,,,,,,,,,
20122013,Russell County,--District Total--,Hispanic,***,,,,,,,,,,,,
20122013,Russell County,--District Total--,Asian,***,,,,,,,,,,,,
20122013,Russell County,--District Total--,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Russell County,--District Total--,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Russell County,--District Total--,Two or more races,***,,,,,,,,,,,,
20122013,Russell County,--District Total--,Migrant,***,,,,,,,,,,,,
20122013,Russell County,--District Total--,Limited English Proficiency,***,,,,,,,,,,,,
20122013,Russell County,--District Total--,Free/Reduced-Price Meals,84.9,,,,,,,,,,,,
20122013,Russell County,--District Total--,Disability-With IEP (Total),63.2,,,,,,,,,,,,
20122013,Russell County,--District Total--,Gap Group (non-duplicated),85.0,,,,,,,,,,,,
20122013,Russell Independent,Russell High School,All Students,98.7,,,,,,,,,,,,
20122013,Russell Independent,Russell High School,Male,100.0,,,,,,,,,,,,
20122013,Russell Independent,Russell High School,Female,97.4,,,,,,,,,,,,
20122013,Russell Independent,Russell High School,White (Non-Hispanic),98.7,,,,,,,,,,,,
20122013,Russell Independent,Russell High School,African American,***,,,,,,,,,,,,
20122013,Russell Independent,Russell High School,Hispanic,***,,,,,,,,,,,,
20122013,Russell Independent,Russell High School,Asian,***,,,,,,,,,,,,
20122013,Russell Independent,Russell High School,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Russell Independent,Russell High School,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Russell Independent,Russell High School,Two or more races,***,,,,,,,,,,,,
20122013,Russell Independent,Russell High School,Migrant,***,,,,,,,,,,,,
20122013,Russell Independent,Russell High School,Limited English Proficiency,***,,,,,,,,,,,,
20122013,Russell Independent,Russell High School,Free/Reduced-Price Meals,98.2,,,,,,,,,,,,
20122013,Russell Independent,Russell High School,Disability-With IEP (Total),***,,,,,,,,,,,,
20122013,Russell Independent,Russell High School,Gap Group (non-duplicated),98.4,,,,,,,,,,,,
20122013,Russell Independent,--District Total--,All Students,98.7,,,,,,,,,,,,
20122013,Russell Independent,--District Total--,Male,100.0,,,,,,,,,,,,
20122013,Russell Independent,--District Total--,Female,97.4,,,,,,,,,,,,
20122013,Russell Independent,--District Total--,White (Non-Hispanic),98.7,,,,,,,,,,,,
20122013,Russell Independent,--District Total--,African American,***,,,,,,,,,,,,
20122013,Russell Independent,--District Total--,Hispanic,***,,,,,,,,,,,,
20122013,Russell Independent,--District Total--,Asian,***,,,,,,,,,,,,
20122013,Russell Independent,--District Total--,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Russell Independent,--District Total--,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Russell Independent,--District Total--,Two or more races,***,,,,,,,,,,,,
20122013,Russell Independent,--District Total--,Migrant,***,,,,,,,,,,,,
20122013,Russell Independent,--District Total--,Limited English Proficiency,***,,,,,,,,,,,,
20122013,Russell Independent,--District Total--,Free/Reduced-Price Meals,98.2,,,,,,,,,,,,
20122013,Russell Independent,--District Total--,Disability-With IEP (Total),***,,,,,,,,,,,,
20122013,Russell Independent,--District Total--,Gap Group (non-duplicated),98.4,,,,,,,,,,,,
20122013,Russellville Independent,Russellville Junior/Senior High School,All Students,85.5,,,,,,,,,,,,
20122013,Russellville Independent,Russellville Junior/Senior High School,Male,87.5,,,,,,,,,,,,
20122013,Russellville Independent,Russellville Junior/Senior High School,Female,83.3,,,,,,,,,,,,
20122013,Russellville Independent,Russellville Junior/Senior High School,White (Non-Hispanic),83.3,,,,,,,,,,,,
20122013,Russellville Independent,Russellville Junior/Senior High School,African American,84.6,,,,,,,,,,,,
20122013,Russellville Independent,Russellville Junior/Senior High School,Hispanic,***,,,,,,,,,,,,
20122013,Russellville Independent,Russellville Junior/Senior High School,Asian,***,,,,,,,,,,,,
20122013,Russellville Independent,Russellville Junior/Senior High School,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Russellville Independent,Russellville Junior/Senior High School,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Russellville Independent,Russellville Junior/Senior High School,Two or more races,***,,,,,,,,,,,,
20122013,Russellville Independent,Russellville Junior/Senior High School,Migrant,***,,,,,,,,,,,,
20122013,Russellville Independent,Russellville Junior/Senior High School,Limited English Proficiency,***,,,,,,,,,,,,
20122013,Russellville Independent,Russellville Junior/Senior High School,Free/Reduced-Price Meals,86.5,,,,,,,,,,,,
20122013,Russellville Independent,Russellville Junior/Senior High School,Disability-With IEP (Total),***,,,,,,,,,,,,
20122013,Russellville Independent,Russellville Junior/Senior High School,Gap Group (non-duplicated),83.3,,,,,,,,,,,,
20122013,Russellville Independent,--District Total--,All Students,85.5,,,,,,,,,,,,
20122013,Russellville Independent,--District Total--,Male,87.5,,,,,,,,,,,,
20122013,Russellville Independent,--District Total--,Female,83.3,,,,,,,,,,,,
20122013,Russellville Independent,--District Total--,White (Non-Hispanic),83.3,,,,,,,,,,,,
20122013,Russellville Independent,--District Total--,African American,84.6,,,,,,,,,,,,
20122013,Russellville Independent,--District Total--,Hispanic,***,,,,,,,,,,,,
20122013,Russellville Independent,--District Total--,Asian,***,,,,,,,,,,,,
20122013,Russellville Independent,--District Total--,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Russellville Independent,--District Total--,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Russellville Independent,--District Total--,Two or more races,***,,,,,,,,,,,,
20122013,Russellville Independent,--District Total--,Migrant,***,,,,,,,,,,,,
20122013,Russellville Independent,--District Total--,Limited English Proficiency,***,,,,,,,,,,,,
20122013,Russellville Independent,--District Total--,Free/Reduced-Price Meals,86.5,,,,,,,,,,,,
20122013,Russellville Independent,--District Total--,Disability-With IEP (Total),***,,,,,,,,,,,,
20122013,Russellville Independent,--District Total--,Gap Group (non-duplicated),83.3,,,,,,,,,,,,
20122013,Scott County,Scott County High School,All Students,84.1,,,,,,,,,,,,
20122013,Scott County,Scott County High School,Male,79.5,,,,,,,,,,,,
20122013,Scott County,Scott County High School,Female,88.5,,,,,,,,,,,,
20122013,Scott County,Scott County High School,White (Non-Hispanic),84.7,,,,,,,,,,,,
20122013,Scott County,Scott County High School,African American,80.9,,,,,,,,,,,,
20122013,Scott County,Scott County High School,Hispanic,78.3,,,,,,,,,,,,
20122013,Scott County,Scott County High School,Asian,***,,,,,,,,,,,,
20122013,Scott County,Scott County High School,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Scott County,Scott County High School,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Scott County,Scott County High School,Two or more races,***,,,,,,,,,,,,
20122013,Scott County,Scott County High School,Migrant,***,,,,,,,,,,,,
20122013,Scott County,Scott County High School,Limited English Proficiency,***,,,,,,,,,,,,
20122013,Scott County,Scott County High School,Free/Reduced-Price Meals,74.3,,,,,,,,,,,,
20122013,Scott County,Scott County High School,Disability-With IEP (Total),44.4,,,,,,,,,,,,
20122013,Scott County,Scott County High School,Gap Group (non-duplicated),73.2,,,,,,,,,,,,
20122013,Scott County,--District Total--,All Students,84.1,,,,,,,,,,,,
20122013,Scott County,--District Total--,Male,79.5,,,,,,,,,,,,
20122013,Scott County,--District Total--,Female,88.5,,,,,,,,,,,,
20122013,Scott County,--District Total--,White (Non-Hispanic),84.7,,,,,,,,,,,,
20122013,Scott County,--District Total--,African American,80.9,,,,,,,,,,,,
20122013,Scott County,--District Total--,Hispanic,78.3,,,,,,,,,,,,
20122013,Scott County,--District Total--,Asian,***,,,,,,,,,,,,
20122013,Scott County,--District Total--,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Scott County,--District Total--,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Scott County,--District Total--,Two or more races,***,,,,,,,,,,,,
20122013,Scott County,--District Total--,Migrant,***,,,,,,,,,,,,
20122013,Scott County,--District Total--,Limited English Proficiency,***,,,,,,,,,,,,
20122013,Scott County,--District Total--,Free/Reduced-Price Meals,74.3,,,,,,,,,,,,
20122013,Scott County,--District Total--,Disability-With IEP (Total),44.4,,,,,,,,,,,,
20122013,Scott County,--District Total--,Gap Group (non-duplicated),73.2,,,,,,,,,,,,
20122013,Shelby County,Martha Layne Collins High School,All Students,84.5,,,,,,,,,,,,
20122013,Shelby County,Martha Layne Collins High School,Male,82.0,,,,,,,,,,,,
20122013,Shelby County,Martha Layne Collins High School,Female,87.4,,,,,,,,,,,,
20122013,Shelby County,Martha Layne Collins High School,White (Non-Hispanic),86.8,,,,,,,,,,,,
20122013,Shelby County,Martha Layne Collins High School,African American,80.4,,,,,,,,,,,,
20122013,Shelby County,Martha Layne Collins High School,Hispanic,76.2,,,,,,,,,,,,
20122013,Shelby County,Martha Layne Collins High School,Asian,***,,,,,,,,,,,,
20122013,Shelby County,Martha Layne Collins High School,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Shelby County,Martha Layne Collins High School,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Shelby County,Martha Layne Collins High School,Two or more races,63.6,,,,,,,,,,,,
20122013,Shelby County,Martha Layne Collins High School,Migrant,***,,,,,,,,,,,,
20122013,Shelby County,Martha Layne Collins High School,Limited English Proficiency,73.7,,,,,,,,,,,,
20122013,Shelby County,Martha Layne Collins High School,Free/Reduced-Price Meals,82.4,,,,,,,,,,,,
20122013,Shelby County,Martha Layne Collins High School,Disability-With IEP (Total),82.3,,,,,,,,,,,,
20122013,Shelby County,Martha Layne Collins High School,Gap Group (non-duplicated),81.2,,,,,,,,,,,,
20122013,Shelby County,Shelby County High School,All Students,84.5,,,,,,,,,,,,
20122013,Shelby County,Shelby County High School,Male,82.0,,,,,,,,,,,,
20122013,Shelby County,Shelby County High School,Female,87.4,,,,,,,,,,,,
20122013,Shelby County,Shelby County High School,White (Non-Hispanic),86.8,,,,,,,,,,,,
20122013,Shelby County,Shelby County High School,African American,80.4,,,,,,,,,,,,
20122013,Shelby County,Shelby County High School,Hispanic,76.2,,,,,,,,,,,,
20122013,Shelby County,Shelby County High School,Asian,***,,,,,,,,,,,,
20122013,Shelby County,Shelby County High School,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Shelby County,Shelby County High School,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Shelby County,Shelby County High School,Two or more races,63.6,,,,,,,,,,,,
20122013,Shelby County,Shelby County High School,Migrant,***,,,,,,,,,,,,
20122013,Shelby County,Shelby County High School,Limited English Proficiency,73.7,,,,,,,,,,,,
20122013,Shelby County,Shelby County High School,Free/Reduced-Price Meals,82.4,,,,,,,,,,,,
20122013,Shelby County,Shelby County High School,Disability-With IEP (Total),82.3,,,,,,,,,,,,
20122013,Shelby County,Shelby County High School,Gap Group (non-duplicated),81.2,,,,,,,,,,,,
20122013,Shelby County,--District Total--,All Students,84.5,,,,,,,,,,,,
20122013,Shelby County,--District Total--,Male,82.0,,,,,,,,,,,,
20122013,Shelby County,--District Total--,Female,87.4,,,,,,,,,,,,
20122013,Shelby County,--District Total--,White (Non-Hispanic),86.8,,,,,,,,,,,,
20122013,Shelby County,--District Total--,African American,80.4,,,,,,,,,,,,
20122013,Shelby County,--District Total--,Hispanic,76.2,,,,,,,,,,,,
20122013,Shelby County,--District Total--,Asian,***,,,,,,,,,,,,
20122013,Shelby County,--District Total--,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Shelby County,--District Total--,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Shelby County,--District Total--,Two or more races,63.6,,,,,,,,,,,,
20122013,Shelby County,--District Total--,Migrant,***,,,,,,,,,,,,
20122013,Shelby County,--District Total--,Limited English Proficiency,73.7,,,,,,,,,,,,
20122013,Shelby County,--District Total--,Free/Reduced-Price Meals,82.4,,,,,,,,,,,,
20122013,Shelby County,--District Total--,Disability-With IEP (Total),82.3,,,,,,,,,,,,
20122013,Shelby County,--District Total--,Gap Group (non-duplicated),81.2,,,,,,,,,,,,
20122013,Silver Grove Independent,Silver Grove School,All Students,89.5,,,,,,,,,,,,
20122013,Silver Grove Independent,Silver Grove School,Male,***,,,,,,,,,,,,
20122013,Silver Grove Independent,Silver Grove School,Female,90.0,,,,,,,,,,,,
20122013,Silver Grove Independent,Silver Grove School,White (Non-Hispanic),89.5,,,,,,,,,,,,
20122013,Silver Grove Independent,Silver Grove School,African American,***,,,,,,,,,,,,
20122013,Silver Grove Independent,Silver Grove School,Hispanic,***,,,,,,,,,,,,
20122013,Silver Grove Independent,Silver Grove School,Asian,***,,,,,,,,,,,,
20122013,Silver Grove Independent,Silver Grove School,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Silver Grove Independent,Silver Grove School,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Silver Grove Independent,Silver Grove School,Two or more races,***,,,,,,,,,,,,
20122013,Silver Grove Independent,Silver Grove School,Migrant,***,,,,,,,,,,,,
20122013,Silver Grove Independent,Silver Grove School,Limited English Proficiency,***,,,,,,,,,,,,
20122013,Silver Grove Independent,Silver Grove School,Free/Reduced-Price Meals,88.2,,,,,,,,,,,,
20122013,Silver Grove Independent,Silver Grove School,Disability-With IEP (Total),***,,,,,,,,,,,,
20122013,Silver Grove Independent,Silver Grove School,Gap Group (non-duplicated),88.2,,,,,,,,,,,,
20122013,Silver Grove Independent,--District Total--,All Students,89.5,,,,,,,,,,,,
20122013,Silver Grove Independent,--District Total--,Male,***,,,,,,,,,,,,
20122013,Silver Grove Independent,--District Total--,Female,90.0,,,,,,,,,,,,
20122013,Silver Grove Independent,--District Total--,White (Non-Hispanic),89.5,,,,,,,,,,,,
20122013,Silver Grove Independent,--District Total--,African American,***,,,,,,,,,,,,
20122013,Silver Grove Independent,--District Total--,Hispanic,***,,,,,,,,,,,,
20122013,Silver Grove Independent,--District Total--,Asian,***,,,,,,,,,,,,
20122013,Silver Grove Independent,--District Total--,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Silver Grove Independent,--District Total--,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Silver Grove Independent,--District Total--,Two or more races,***,,,,,,,,,,,,
20122013,Silver Grove Independent,--District Total--,Migrant,***,,,,,,,,,,,,
20122013,Silver Grove Independent,--District Total--,Limited English Proficiency,***,,,,,,,,,,,,
20122013,Silver Grove Independent,--District Total--,Free/Reduced-Price Meals,88.2,,,,,,,,,,,,
20122013,Silver Grove Independent,--District Total--,Disability-With IEP (Total),***,,,,,,,,,,,,
20122013,Silver Grove Independent,--District Total--,Gap Group (non-duplicated),88.2,,,,,,,,,,,,
20122013,Simpson County,Franklin-Simpson High School,All Students,95.3,,,,,,,,,,,,
20122013,Simpson County,Franklin-Simpson High School,Male,96.4,,,,,,,,,,,,
20122013,Simpson County,Franklin-Simpson High School,Female,94.4,,,,,,,,,,,,
20122013,Simpson County,Franklin-Simpson High School,White (Non-Hispanic),94.8,,,,,,,,,,,,
20122013,Simpson County,Franklin-Simpson High School,African American,95.7,,,,,,,,,,,,
20122013,Simpson County,Franklin-Simpson High School,Hispanic,***,,,,,,,,,,,,
20122013,Simpson County,Franklin-Simpson High School,Asian,***,,,,,,,,,,,,
20122013,Simpson County,Franklin-Simpson High School,American Indian or Alaska Native,***,,,,,,,,,,,,
20122013,Simpson County,Franklin-Simpson High School,Native Hawaiian or Other Pacific Islander,***,,,,,,,,,,,,
20122013,Simpson County,Franklin-Simpson High School,Two or more races,***,,,,,,,,,,,,
20122013,Simpson County,Franklin-Simpson High School,Migrant,***,,,,,,,,,,,,
20122013,Simpson County,Franklin-Simpson High School,Limited English Proficiency,***,,,,,,,,,,,,
20122013,Simpson County,Franklin-Simpson High School,Free/Reduced-Price Meals,92.9,,,,,,,,,,,,
