SCH_YEAR,CNTYNO,CNTYNAME,DIST_NUMBER,DIST_NAME,SCH_NUMBER,SCH_NAME,SCH_CD,STATE_SCH_ID,NCESID,SPENDING_PER_STDNT,AVG_DAILY_ATTENDANCE,MEMBERSHIP_TOTAL,MEMBERSHIP_MALE_CNT,MEMBERSHIP_MALE_PCT,MEMBERSHIP_FEMALE_CNT,MEMBERSHIP_FEMALE_PCT,MEMBERSHIP_WHITE_CNT,MEMBERSHIP_WHITE_PCT,MEMBERSHIP_BLACK_CNT,MEMBERSHIP_BLACK_PCT,MEMBERSHIP_HISPANIC_CNT,MEMBERSHIP_HISPANIC_PCT,MEMBERSHIP_ASIAN_CNT,MEMBERSHIP_ASIAN_PCT,MEMBERSHIP_AIAN_CNT,MEMBERSHIP_AIAN_PCT,MEMBERSHIP_HAWAIIAN_CNT,MEMBERSHIP_HAWAIIAN_PCT,MEMBERSHIP_TWO_OR_MORE_CNT,MEMBERSHIP_TWO_OR_MORE_PCT,ENROLLMENT_FREE_LUNCH_CNT,ENROLLMENT_FREE_LUNCH_PCT,ENROLLMENT_REDUCED_LUNCH_CNT,ENROLLMENT_REDUCED_LUNCH_PCT,ATTENDANCE_RATE,RETENTION_RATE,DROPOUT_RATE,GRADUATION_RATE,TRANSITION_COLLEGE_INOUT_CNT,TRANSITION_COLLEGE_INOUT_PCT,TRANSITION_COLLEGE_IN_CNT,TRANSITION_COLLEGE_IN_PCT,TRANSITION_COLLEGE_OUT_CNT,TRANSITION_COLLEGE_OUT_PCT,TRANSITION_PARTTIME_CNT,TRANSITION_PARTTIME_PCT,TRANSITION_WORKFORCE_CNT,TRANSITION_WORKFORCE_PCT,TRANSITION_VOCATIONAL_CNT,TRANSITION_VOCATIONAL_PCT,TRANSITION_UNKNOWN_CNT,TRANSITION_UNKNOWN_PCT,TRANSITION_MILITARY_CNT,TRANSITION_MILITARY_PCT,STDNT_TCH_RATIO,FTE_TCH_TOTAL,MALE_FTE_TOTAL,FEMALE_FTE_TOTAL,WHITE_FTE_TOTAL,BLACK_FTE_TOTAL,HISPANIC_FTE_TOTAL,ASIAN_FTE_TOTAL,AIAN_FTE_TOTAL,HAWAIIAN_FTE_TOTAL,TWO_OR_MORE_FTE_TOTAL,RACE_FTE_TOTAL,NATIONAL_BOARD_CERT_TCH_CNT,PCT_CLS_NOT_HQ_TCH,AVG_YRS_TCH_EXP,PROF_QUAL_BA_PCT,PROF_QUAL_MA_PCT,PROF_QUAL_RANK1_PCT,PROF_QUAL_SPECIALIST_PCT,PROF_QUAL_DOCTORATE_PCT,PROF_QUAL_TCH_PCT,TCH_PROV_CERT_PCT,STDNT_COMP_RATIO,COMPUTER_5YR_OLD_PCT,PT_CONFERENCE,SBDM_VOTE,PARENTS_ON_COUNCIL,VOLUNTEER_HRS,COOP,COOP_CODE
20162017,098,PIKE,492,Pikeville Independent,,---District Total---,492,,,"$11,633","1,153.7","1,201",637,53.0%,564,47.0%,"1,101",91.7%,17,1.4%,29,2.4%,28,2.3%,1,0.1%,1,0.1%,24,2.0%,441,36.7%,30,2.5%,95.3%,0.9%,0.0%,N/A,66,77.7%,64,75.3%,2,2.4%,2,2.4%,4,4.7%,9,10.6%,4,4.7%,N/A,0.0%,15:1,80.00,15.00,65.00,80.00,0.00,0.00,0.00,0.00,0.00,0.00,80.00,3,0.0%,14.6,14.6%,45.1%,36.6%,1.2%,2.4%,100.0%,0.0%,1.2:1,100%,900,207,23,"3,297",KVEC,904
20162017,007,BELL,493,Pineville Independent,030,Pineville Independent School,493030,007493030,210486002393,"$7,185",476.5,507,258,50.9%,249,49.1%,489,96.4%,4,0.8%,4,0.8%,0,0.0%,0,0.0%,0,0.0%,10,2.0%,360,71.0%,19,3.7%,92.4%,1.4%,0.0%,N/A,28,68.3%,25,61.0%,3,7.3%,4,9.8%,5,12.2%,N/A,0.0%,4,9.8%,N/A,0.0%,15:1,34.00,11.00,23.00,34.00,0.00,0.00,0.00,0.00,0.00,0.00,34.00,6,0.0%,12.5,22.2%,30.6%,47.2%,0.0%,0.0%,100.0%,0.0%,.9:1,100%,376,,,523,SESC,907
20162017,007,BELL,493,Pineville Independent,,---District Total---,493,,,"$9,842",476.5,507,258,50.9%,249,49.1%,489,96.4%,4,0.8%,4,0.8%,0,0.0%,0,0.0%,0,0.0%,10,2.0%,360,71.0%,19,3.7%,92.4%,1.4%,0.0%,N/A,28,68.3%,25,61.0%,3,7.3%,4,9.8%,5,12.2%,N/A,0.0%,4,9.8%,N/A,0.0%,14:1,34.00,11.00,23.00,34.00,0.00,0.00,0.00,0.00,0.00,0.00,34.00,6,0.0%,12.5,22.2%,30.6%,47.2%,0.0%,0.0%,100.0%,0.0%,.9:1,100%,376,,,523,SESC,907
20162017,099,POWELL,495,Powell County,010,Bowen Elementary School,495010,099495010,210489001217,"$10,001",209.53,224,128,57.1%,96,42.9%,214,95.5%,3,1.3%,5,2.2%,0,0.0%,0,0.0%,0,0.0%,2,0.9%,164,73.2%,10,4.5%,94.2%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,17.00,.00,17.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,3,0.0%,14.7,10.5%,52.6%,31.6%,5.3%,0.0%,100.0%,0.0%,.8:1,100%,92,14,5,"3,193",CKEC,901
20162017,099,POWELL,495,Powell County,020,Clay City Elementary School,495020,099495020,210489001219,"$6,811",461.87,475,246,51.8%,229,48.2%,464,97.7%,3,0.6%,7,1.5%,0,0.0%,0,0.0%,0,0.0%,1,0.2%,385,81.1%,19,4.0%,93.4%,1.2%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,32.00,2.00,30.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,32.00,1,0.0%,9.5,32.4%,58.8%,5.9%,2.9%,0.0%,100.0%,0.0%,1.3:1,100%,280,24,2,"1,082",CKEC,901
20162017,099,POWELL,495,Powell County,012,Powell County Academy,495012,099495012,210489002360,"$17,693",16.66,25,22,88.0%,3,12.0%,25,100.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,24,96.0%,0,0.0%,82.1%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7:1,4.00,3.00,1.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0,0.0%,8.7,16.7%,50.0%,33.3%,0.0%,0.0%,100.0%,0.0%,.3:1,100%,55,,,0,CKEC,901
20162017,099,POWELL,495,Powell County,040,Powell County High School,495040,099495040,210489001220,"$7,849",603.98,651,349,53.6%,302,46.4%,624,95.9%,6,0.9%,16,2.5%,2,0.3%,0,0.0%,0,0.0%,3,0.5%,450,69.1%,33,5.1%,90.2%,0.5%,0.7%,N/A,47,29.6%,44,27.7%,3,1.9%,10,6.3%,53,33.3%,25,15.7%,14,8.8%,10,6.3%,15:1,44.00,21.00,23.00,44.00,0.00,0.00,0.00,0.00,0.00,0.00,44.00,4,0.0%,12,15.9%,38.6%,45.5%,0.0%,0.0%,100.0%,4.4%,.6:1,100%,65,15,2,"1,200",CKEC,901
20162017,099,POWELL,495,Powell County,015,Powell County Middle School,495015,099495015,210489001218,"$6,134",518.96,541,266,49.2%,275,50.8%,516,95.4%,7,1.3%,11,2.0%,1,0.2%,1,0.2%,0,0.0%,5,0.9%,380,70.2%,27,5.0%,93.5%,0.6%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18:1,30.00,10.00,20.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,0,0.0%,9.1,22.6%,41.9%,35.5%,0.0%,0.0%,100.0%,0.0%,1.7:1,100%,423,26,9,"2,083",CKEC,901
20162017,099,POWELL,495,Powell County,060,Stanton Elementary School,495060,099495060,210489001221,"$7,036",355.24,385,200,51.9%,185,48.1%,365,94.8%,4,1.0%,10,2.6%,0,0.0%,0,0.0%,0,0.0%,6,1.6%,233,60.5%,16,4.2%,94.2%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,23.00,1.00,22.00,23.00,0.00,0.00,0.00,0.00,0.00,0.00,23.00,3,0.0%,13.6,41.7%,37.5%,20.8%,0.0%,0.0%,100.0%,0.0%,.9:1,100%,370,44,2,"1,893",CKEC,901
20162017,099,POWELL,495,Powell County,,---District Total---,495,,,"$10,483","2,166.22","2,301","1,211",52.6%,"1,090",47.4%,"2,208",96.0%,23,1.0%,49,2.1%,3,0.1%,1,0.0%,0,0.0%,17,0.7%,"1,636",71.1%,105,4.6%,92.6%,0.5%,0.7%,N/A,47,29.6%,44,27.7%,3,1.9%,10,6.3%,53,33.3%,25,15.7%,14,8.8%,10,6.3%,15:1,148.00,36.00,112.00,148.00,0.00,0.00,0.00,0.00,0.00,0.00,148.00,11,0.0%,11.4,24.1%,45.6%,29.1%,1.3%,0.0%,100.0%,1.3%,.9:1,100%,"1,285",123,20,"9,451",CKEC,901
20162017,100,PULASKI,501,Pulaski County,070,Burnside Elementary School,501070,100501070,210495001225,"$11,391",407.59,429,208,48.5%,221,51.5%,403,93.9%,1,0.2%,13,3.0%,0,0.0%,0,0.0%,0,0.0%,12,2.8%,347,80.9%,20,4.7%,95.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,31.00,3.00,28.00,30.00,0.00,1.00,0.00,0.00,0.00,0.00,31.00,2,0.0%,12.5,14.3%,28.6%,57.1%,0.0%,0.0%,100.0%,0.0%,1.2:1,100%,470,39,32,"4,476",SESC,907
20162017,100,PULASKI,501,Pulaski County,180,Eubank Elementary School,501180,100501180,210495001227,"$11,426",304.93,320,175,54.7%,145,45.3%,304,95.0%,1,0.3%,13,4.1%,0,0.0%,0,0.0%,0,0.0%,2,0.6%,249,77.8%,18,5.6%,95.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,24.00,1.00,23.00,23.00,0.00,1.00,0.00,0.00,0.00,0.00,24.00,0,0.0%,15.6,24.0%,40.0%,36.0%,0.0%,0.0%,100.0%,0.0%,1.1:1,100%,273,10,8,"4,355",SESC,907
20162017,100,PULASKI,501,Pulaski County,280,Nancy Elementary School,501280,100501280,210495001231,"$10,696",356.49,374,207,55.3%,167,44.7%,361,96.5%,0,0.0%,7,1.9%,2,0.5%,1,0.3%,0,0.0%,3,0.8%,258,69.0%,16,4.3%,95.5%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,25.00,1.00,24.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0,0.0%,14.7,20.8%,33.3%,45.8%,0.0%,0.0%,100.0%,0.0%,.9:1,100%,154,9,2,"1,665",SESC,907
20162017,100,PULASKI,501,Pulaski County,560,Northern Elementary School,501560,100501560,210495001238,"$10,209",389.51,407,232,57.0%,175,43.0%,375,92.1%,4,1.0%,18,4.4%,1,0.2%,3,0.7%,2,0.5%,4,1.0%,242,59.5%,24,5.9%,95.7%,0.8%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13:1,31.00,1.00,30.00,31.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00,0,0.0%,12.6,17.9%,39.3%,42.9%,0.0%,0.0%,100.0%,7.1%,1.4:1,100%,403,56,3,"1,614",SESC,907
20162017,100,PULASKI,501,Pulaski County,395,Northern Middle School,501395,100501395,210495001573,"$7,177",848.81,892,466,52.2%,426,47.8%,841,94.3%,12,1.3%,28,3.1%,4,0.4%,2,0.2%,1,0.1%,4,0.4%,557,62.4%,54,6.1%,94.6%,0.3%,0.4%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20:1,46.00,15.00,31.00,46.00,0.00,0.00,0.00,0.00,0.00,0.00,46.00,0,0.0%,9.4,18.2%,50.0%,31.8%,0.0%,0.0%,100.0%,0.0%,1.2:1,100%,210,10,4,"1,490",SESC,907
20162017,100,PULASKI,501,Pulaski County,420,Oak Hill Elementary School,501420,100501420,210495000779,"$8,197",507.46,537,257,47.9%,280,52.1%,474,88.3%,7,1.3%,26,4.8%,10,1.9%,0,0.0%,0,0.0%,20,3.7%,300,55.9%,32,6.0%,95.5%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18:1,30.00,4.00,26.00,29.00,0.00,1.00,0.00,0.00,0.00,0.00,30.00,0,0.0%,10.7,17.9%,32.1%,46.4%,3.6%,0.0%,100.0%,0.0%,1.3:1,100%,169,34,2,"4,608",SESC,907
20162017,100,PULASKI,501,Pulaski County,380,Pulaski County High School,501380,100501380,210495001233,"$8,378","1,125.39","1,177",618,52.5%,559,47.5%,"1,118",95.0%,11,0.9%,34,2.9%,9,0.8%,2,0.2%,0,0.0%,3,0.3%,665,56.5%,72,6.1%,93.4%,0.1%,0.2%,N/A,155,54.6%,152,53.5%,3,1.1%,6,2.1%,77,27.1%,7,2.5%,31,10.9%,8,2.8%,18:1,67.00,39.00,28.00,67.00,0.00,0.00,0.00,0.00,0.00,0.00,67.00,1,0.0%,13,20.3%,44.9%,30.4%,2.9%,1.4%,100.0%,1.4%,1.2:1,100%,905,0,3,"8,050",SESC,907
20162017,100,PULASKI,501,Pulaski County,385,Pulaski Elementary School,501385,100501385,210495001234,"$8,789",605.93,642,314,48.9%,328,51.1%,589,91.7%,5,0.8%,30,4.7%,0,0.0%,0,0.0%,1,0.2%,17,2.6%,399,62.1%,27,4.2%,95.3%,0.5%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,39.00,2.00,37.00,39.00,0.00,0.00,0.00,0.00,0.00,0.00,39.00,2,0.0%,15.9,32.3%,38.7%,29.0%,0.0%,0.0%,100.0%,0.0%,1.3:1,100%,600,120,6,"2,631",SESC,907
20162017,100,PULASKI,501,Pulaski County,071,Pulaski Somerset Day Treatment,501071,100501071,210495001554,"$12,527",51.08,56,51,91.1%,5,8.9%,46,82.1%,7,12.5%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,3,5.4%,46,82.1%,2,3.6%,96.2%,N/A,N/A,N/A,3,21.4%,3,21.4%,N/A,0.0%,2,14.3%,6,42.9%,2,14.3%,N/A,0.0%,1,7.1%,56:1,.00,.00,.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.0%,19.2,0.0%,50.0%,50.0%,0.0%,0.0%,100.0%,0.0%,.7:1,100%,68,,,569,SESC,907
20162017,100,PULASKI,501,Pulaski County,440,Shopville Elementary School,501440,100501440,210495001235,"$10,573",327.5,353,171,48.4%,182,51.6%,336,95.2%,1,0.3%,13,3.7%,0,0.0%,0,0.0%,1,0.3%,2,0.6%,237,67.1%,20,5.7%,94.9%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,24.00,2.00,22.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,0,0.0%,14.3,11.1%,44.4%,40.7%,3.7%,0.0%,100.0%,0.0%,1.5:1,100%,330,58,5,"1,253",SESC,907
20162017,100,PULASKI,501,Pulaski County,570,Southern Elementary School,501570,100501570,210495001464,"$8,852",666.57,701,361,51.5%,340,48.5%,624,89.0%,13,1.9%,43,6.1%,10,1.4%,1,0.1%,0,0.0%,10,1.4%,518,73.9%,37,5.3%,95.3%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,44.00,1.00,43.00,43.00,0.00,1.00,0.00,0.00,0.00,0.00,44.00,1,0.0%,11.6,26.2%,26.2%,47.6%,0.0%,0.0%,100.0%,0.0%,1.6:1,100%,532,12,14,"4,777",SESC,907
20162017,100,PULASKI,501,Pulaski County,390,Southern Middle School,501390,100501390,210495001572,"$7,078",956.55,"1,020",512,50.2%,508,49.8%,940,92.2%,7,0.7%,46,4.5%,13,1.3%,3,0.3%,1,0.1%,10,1.0%,665,65.2%,38,3.7%,95.0%,0.4%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20:1,51.00,20.00,31.00,51.00,0.00,0.00,0.00,0.00,0.00,0.00,51.00,1,0.0%,13.4,20.0%,50.9%,29.1%,0.0%,0.0%,100.0%,1.8%,1.6:1,100%,57,34,4,"4,573",SESC,907
20162017,100,PULASKI,501,Pulaski County,400,Southwestern High School,501400,100501400,210495000506,"$8,438","1,161.88","1,239",615,49.6%,624,50.4%,"1,161",93.7%,25,2.0%,40,3.2%,3,0.2%,1,0.1%,1,0.1%,8,0.6%,720,58.1%,68,5.5%,93.0%,0.2%,0.2%,N/A,142,56.6%,138,55.0%,4,1.6%,13,5.2%,57,22.7%,3,1.2%,30,12.0%,6,2.4%,18:1,71.00,31.00,40.00,69.00,0.00,1.00,0.00,0.00,1.00,0.00,71.00,1,0.0%,13.1,23.7%,39.5%,36.8%,0.0%,0.0%,100.0%,0.0%,1.5:1,100%,850,14,8,"15,100",SESC,907
20162017,100,PULASKI,501,Pulaski County,,---District Total---,501,,,"$9,955","7,709.71","8,147","4,187",51.4%,"3,960",48.6%,"7,572",92.9%,94,1.2%,311,3.8%,52,0.6%,13,0.2%,7,0.1%,98,1.2%,"5,203",63.9%,428,5.3%,94.6%,0.5%,0.2%,N/A,300,54.6%,293,53.4%,7,1.3%,21,3.8%,140,25.5%,12,2.2%,61,11.1%,15,2.7%,17:1,476.00,117.00,359.00,473.00,0.00,2.00,0.00,0.00,1.00,0.00,476.00,7,0.0%,12.8,20.9%,40.1%,38.0%,0.8%,0.2%,100.0%,0.8%,1.3:1,100%,"5,021",396,91,"55,161",SESC,907
20162017,045,GREENUP,502,Raceland-Worthington Independent,010,Campbell Elementary School,502010,045502010,210498001239,"$9,855",263.73,277,139,50.2%,138,49.8%,264,95.3%,3,1.1%,3,1.1%,0,0.0%,0,0.0%,0,0.0%,7,2.5%,159,57.4%,13,4.7%,95.2%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,18.00,2.00,16.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00,1,0.0%,13.1,55.6%,33.3%,11.1%,0.0%,0.0%,100.0%,0.0%,2.5:1,100%,175,24,4,"3,050",KEDC,903
20162017,045,GREENUP,502,Raceland-Worthington Independent,020,Raceland-Worthington High School,502020,045502020,210498001240,"$9,910",444.65,460,233,50.7%,227,49.3%,446,97.0%,7,1.5%,1,0.2%,0,0.0%,0,0.0%,0,0.0%,6,1.3%,183,39.8%,11,2.4%,96.3%,0.2%,0.4%,N/A,42,63.6%,30,45.5%,12,18.2%,4,6.1%,12,18.2%,5,7.6%,1,1.5%,2,3.0%,19:1,26.00,13.00,13.00,25.00,0.00,1.00,0.00,0.00,0.00,0.00,26.00,0,0.0%,14.6,17.2%,48.3%,34.5%,0.0%,0.0%,100.0%,0.0%,.7:1,100%,175,52,12,"2,100",KEDC,903
20162017,045,GREENUP,502,Raceland-Worthington Independent,160,Raceland-Worthington Schools Campus A,502160,045502160,210498001465,"$10,435",27.77,33,27,81.8%,6,18.2%,26,78.8%,5,15.2%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,2,6.1%,20,60.6%,0,0.0%,94.8%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,3.00,3.00,.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,,0.0%,16.3,0.0%,66.7%,33.3%,0.0%,0.0%,100.0%,0.0%,2.3:1,100%,12,,,,KEDC,903
20162017,045,GREENUP,502,Raceland-Worthington Independent,011,Raceland-Worthington Schools Campus B,502011,045502011,210498002015,"$27,450",13.75,18,17,94.4%,1,5.6%,10,55.6%,7,38.9%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,1,5.6%,4,22.2%,0,0.0%,100.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5:1,4.00,4.00,.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,,0.0%,10.5,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%,4.6:1,100%,0,,,,KEDC,903
20162017,045,GREENUP,502,Raceland-Worthington Independent,030,Worthington Elementary School,502030,045502030,210498001241,"$9,125",213.66,221,112,50.7%,109,49.3%,213,96.4%,4,1.8%,1,0.5%,1,0.5%,0,0.0%,0,0.0%,2,0.9%,117,52.9%,7,3.2%,96.5%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,14.00,2.00,12.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,0,0.0%,14,21.4%,57.1%,21.4%,0.0%,0.0%,100.0%,0.0%,.8:1,100%,152,12,8,"2,250",KEDC,903
20162017,045,GREENUP,502,Raceland-Worthington Independent,,---District Total---,502,,,"$9,874",963.56,"1,009",528,52.3%,481,47.7%,959,95.0%,26,2.6%,5,0.5%,1,0.1%,0,0.0%,0,0.0%,18,1.8%,483,47.9%,31,3.1%,96.0%,0.8%,1.1%,N/A,42,63.6%,30,45.5%,12,18.2%,4,6.1%,12,18.2%,5,7.6%,1,1.5%,2,3.0%,16:1,62.00,22.00,40.00,61.00,0.00,1.00,0.00,0.00,0.00,0.00,62.00,1,0.0%,13.9,27.3%,45.5%,27.3%,0.0%,0.0%,100.0%,0.0%,1:1,100%,514,88,24,"7,400",KEDC,903
20162017,101,ROBERTSON,505,Robertson County,010,Robertson County School,505010,101505010,210504001246,"$11,843",354.93,375,198,52.8%,177,47.2%,360,96.0%,0,0.0%,12,3.2%,1,0.3%,0,0.0%,0,0.0%,2,0.5%,250,66.7%,23,6.1%,96.4%,0.4%,0.0%,N/A,7,26.9%,7,26.9%,N/A,0.0%,4,15.4%,10,38.5%,N/A,0.0%,2,7.7%,3,11.5%,16:1,23.00,8.00,15.00,23.00,0.00,0.00,0.00,0.00,0.00,0.00,23.00,2,0.0%,15.9,28.0%,52.0%,16.0%,4.0%,0.0%,100.0%,0.0%,.7:1,100%,283,0,0,"2,417",KEDC,903
20162017,101,ROBERTSON,505,Robertson County,,---District Total---,505,,,"$11,236",354.93,375,198,52.8%,177,47.2%,360,96.0%,0,0.0%,12,3.2%,1,0.3%,0,0.0%,0,0.0%,2,0.5%,250,66.7%,23,6.1%,96.4%,0.4%,0.0%,N/A,7,26.9%,7,26.9%,N/A,0.0%,4,15.4%,10,38.5%,N/A,0.0%,2,7.7%,3,11.5%,16:1,23.00,8.00,15.00,23.00,0.00,0.00,0.00,0.00,0.00,0.00,23.00,2,0.0%,15.9,28.0%,52.0%,16.0%,4.0%,0.0%,100.0%,0.0%,.7:1,100%,283,0,0,"2,417",KEDC,903
20162017,102,ROCKCASTLE,511,Rockcastle County,020,Brodhead Elementary School,511020,102511020,210507001249,"$8,651",345.69,368,171,46.5%,197,53.5%,356,96.7%,2,0.5%,3,0.8%,2,0.5%,0,0.0%,0,0.0%,5,1.4%,251,68.2%,9,2.4%,94.5%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,26.00,4.00,22.00,26.00,0.00,0.00,0.00,0.00,0.00,0.00,26.00,1,0.0%,10.8,30.4%,30.4%,39.1%,0.0%,0.0%,100.0%,0.0%,4.9:1,100%,389,25,2,"1,200",SESC,907
20162017,102,ROCKCASTLE,511,Rockcastle County,170,Mt. Vernon Elementary,511170,102511170,210507001251,"$9,627",566.04,598,310,51.8%,288,48.2%,575,96.2%,4,0.7%,11,1.8%,0,0.0%,1,0.2%,0,0.0%,7,1.2%,403,67.4%,39,6.5%,94.5%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13:1,46.00,2.00,44.00,46.00,0.00,0.00,0.00,0.00,0.00,0.00,46.00,0,0.0%,14.4,10.9%,26.1%,63.0%,0.0%,0.0%,100.0%,0.0%,3.1:1,100%,644,32,2,620,SESC,907
20162017,102,ROCKCASTLE,511,Rockcastle County,022,Rockcastle Academy for Academic Ach,511022,102511022,210507001906,"$11,952",18.06,25,8,32.0%,17,68.0%,24,96.0%,0,0.0%,0,0.0%,0,0.0%,1,4.0%,0,0.0%,0,0.0%,24,96.0%,0,0.0%,88.8%,N/A,N/A,N/A,2,13.3%,2,13.3%,N/A,0.0%,N/A,0.0%,9,60.0%,2,13.3%,2,13.3%,N/A,0.0%,13:1,2.00,2.00,.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0,0.0%,17,0.0%,50.0%,50.0%,0.0%,0.0%,100.0%,0.0%,.6:1,100%,40,,,10,SESC,907
20162017,102,ROCKCASTLE,511,Rockcastle County,310,Rockcastle County High School,511310,102511310,210507001252,"$7,465",804.19,853,445,52.2%,408,47.8%,838,98.2%,6,0.7%,4,0.5%,2,0.2%,0,0.0%,0,0.0%,3,0.4%,527,61.8%,36,4.2%,92.4%,0.0%,0.0%,N/A,62,37.6%,62,37.6%,N/A,0.0%,20,12.1%,56,33.9%,5,3.0%,19,11.5%,3,1.8%,16:1,52.00,22.00,30.00,52.00,0.00,0.00,0.00,0.00,0.00,0.00,52.00,0,0.0%,12.3,14.8%,31.5%,53.7%,0.0%,0.0%,100.0%,0.0%,2.3:1,100%,250,10,2,"2,500",SESC,907
20162017,102,ROCKCASTLE,511,Rockcastle County,100,Rockcastle County Middle School,511100,102511100,210507000782,"$8,129",596.07,620,306,49.4%,314,50.6%,603,97.3%,5,0.8%,6,1.0%,1,0.2%,1,0.2%,0,0.0%,4,0.6%,390,62.9%,43,6.9%,94.3%,0.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,43.00,12.00,31.00,43.00,0.00,0.00,0.00,0.00,0.00,0.00,43.00,1,0.0%,12.2,25.6%,39.5%,32.6%,2.3%,0.0%,100.0%,0.0%,2.6:1,100%,300,31,2,50,SESC,907
