SCH_YEAR,SCH_NUMBER,SCH_NAME,COHORT_TYPE,TARGET_LABEL,DISAGG_LABEL,FOUR_YR_GRADRATE
20162017,095,Todd County Central High School,FIVE YEAR,Actual Score,Female,98.3
20162017,095,Todd County Central High School,FIVE YEAR,Actual Score,Free/Reduced-Price Meals,96.7
20162017,095,Todd County Central High School,FIVE YEAR,Actual Score,GAP,94.2
20162017,095,Todd County Central High School,FIVE YEAR,Actual Score,Hispanic,***
20162017,095,Todd County Central High School,FIVE YEAR,Actual Score,Male,95.8
20162017,095,Todd County Central High School,FIVE YEAR,Actual Score,Migrant,
20162017,095,Todd County Central High School,FIVE YEAR,Actual Score,Native Hawaiian or Other Pacific Islander,
20162017,095,Todd County Central High School,FIVE YEAR,Actual Score,Two or more races,***
20162017,095,Todd County Central High School,FIVE YEAR,Actual Score,White (Non-Hispanic),96.4
20162017,095,Todd County Central High School,FIVE YEAR,Numerator Count,African American,14
20162017,095,Todd County Central High School,FIVE YEAR,Numerator Count,All Students,127
20162017,095,Todd County Central High School,FIVE YEAR,Numerator Count,American Indian or Alaska Native,
20162017,095,Todd County Central High School,FIVE YEAR,Numerator Count,Asian,
20162017,095,Todd County Central High School,FIVE YEAR,Numerator Count,Disability-With IEP (Total),***
20162017,095,Todd County Central High School,FIVE YEAR,Numerator Count,Female,58
20162017,095,Todd County Central High School,FIVE YEAR,Numerator Count,Free/Reduced-Price Meals,58
20162017,095,Todd County Central High School,FIVE YEAR,Numerator Count,GAP,65
20162017,095,Todd County Central High School,FIVE YEAR,Numerator Count,Hispanic,***
20162017,095,Todd County Central High School,FIVE YEAR,Numerator Count,Limited English Proficiency,
20162017,095,Todd County Central High School,FIVE YEAR,Numerator Count,Male,69
20162017,095,Todd County Central High School,FIVE YEAR,Numerator Count,Migrant,
20162017,095,Todd County Central High School,FIVE YEAR,Numerator Count,Native Hawaiian or Other Pacific Islander,
20162017,095,Todd County Central High School,FIVE YEAR,Numerator Count,Two or more races,***
20162017,095,Todd County Central High School,FIVE YEAR,Numerator Count,White (Non-Hispanic),107
20162017,095,Todd County Central High School,FIVE YEAR,Denominator Count,African American,14
20162017,095,Todd County Central High School,FIVE YEAR,Denominator Count,All Students,131
20162017,095,Todd County Central High School,FIVE YEAR,Denominator Count,American Indian or Alaska Native,
20162017,095,Todd County Central High School,FIVE YEAR,Denominator Count,Asian,
20162017,095,Todd County Central High School,FIVE YEAR,Denominator Count,Disability-With IEP (Total),***
20162017,095,Todd County Central High School,FIVE YEAR,Denominator Count,Female,59
20162017,095,Todd County Central High School,FIVE YEAR,Denominator Count,Free/Reduced-Price Meals,60
20162017,095,Todd County Central High School,FIVE YEAR,Denominator Count,GAP,69
20162017,095,Todd County Central High School,FIVE YEAR,Denominator Count,Hispanic,***
20162017,095,Todd County Central High School,FIVE YEAR,Denominator Count,Limited English Proficiency,
20162017,095,Todd County Central High School,FIVE YEAR,Denominator Count,Male,72
20162017,095,Todd County Central High School,FIVE YEAR,Denominator Count,Migrant,
20162017,095,Todd County Central High School,FIVE YEAR,Denominator Count,Native Hawaiian or Other Pacific Islander,
20162017,095,Todd County Central High School,FIVE YEAR,Denominator Count,Two or more races,***
20162017,095,Todd County Central High School,FIVE YEAR,Denominator Count,White (Non-Hispanic),111
20162017,095,Todd County Central High School,FOUR YEAR,Delivery Target,African American,
20162017,095,Todd County Central High School,FOUR YEAR,Delivery Target,All Students,95.1
20162017,095,Todd County Central High School,FOUR YEAR,Delivery Target,American Indian or Alaska Native,
20162017,095,Todd County Central High School,FOUR YEAR,Delivery Target,Asian,
20162017,095,Todd County Central High School,FOUR YEAR,Delivery Target,Disability-With IEP (Total),73.0
20162017,095,Todd County Central High School,FOUR YEAR,Delivery Target,English Learners,
20162017,095,Todd County Central High School,FOUR YEAR,Delivery Target,Female,96.7
20162017,095,Todd County Central High School,FOUR YEAR,Delivery Target,Free/Reduced-Price Meals,96.6
20162017,095,Todd County Central High School,FOUR YEAR,Delivery Target,GAP,93.0
20162017,095,Todd County Central High School,FOUR YEAR,Delivery Target,Hispanic,
20162017,095,Todd County Central High School,FOUR YEAR,Delivery Target,Male,93.4
20162017,095,Todd County Central High School,FOUR YEAR,Delivery Target,Migrant,
20162017,095,Todd County Central High School,FOUR YEAR,Delivery Target,Native Hawaiian or Other Pacific Islander,
20162017,095,Todd County Central High School,FOUR YEAR,Delivery Target,Two or more races,
20162017,095,Todd County Central High School,FOUR YEAR,Delivery Target,White (Non-Hispanic),94.6
20162017,095,Todd County Central High School,FOUR YEAR,Actual Score,African American,***
20162017,095,Todd County Central High School,FOUR YEAR,Actual Score,All Students,98.3
20162017,095,Todd County Central High School,FOUR YEAR,Actual Score,American Indian or Alaska Native,
20162017,095,Todd County Central High School,FOUR YEAR,Actual Score,Asian,
20162017,095,Todd County Central High School,FOUR YEAR,Actual Score,Disability-With IEP (Total),***
20162017,095,Todd County Central High School,FOUR YEAR,Actual Score,English Learners,
20162017,095,Todd County Central High School,FOUR YEAR,Actual Score,Female,100.0
20162017,095,Todd County Central High School,FOUR YEAR,Actual Score,Free/Reduced-Price Meals,96.7
20162017,095,Todd County Central High School,FOUR YEAR,Actual Score,GAP,96.9
20162017,095,Todd County Central High School,FOUR YEAR,Actual Score,Hispanic,***
20162017,095,Todd County Central High School,FOUR YEAR,Actual Score,Male,96.5
20162017,095,Todd County Central High School,FOUR YEAR,Actual Score,Migrant,
20162017,095,Todd County Central High School,FOUR YEAR,Actual Score,Native Hawaiian or Other Pacific Islander,
20162017,095,Todd County Central High School,FOUR YEAR,Actual Score,Two or more races,***
20162017,095,Todd County Central High School,FOUR YEAR,Actual Score,White (Non-Hispanic),98.1
20162017,095,Todd County Central High School,FOUR YEAR,Met Target,African American,N/A
20162017,095,Todd County Central High School,FOUR YEAR,Met Target,All Students,Yes
20162017,095,Todd County Central High School,FOUR YEAR,Met Target,American Indian or Alaska Native,N/A
20162017,095,Todd County Central High School,FOUR YEAR,Met Target,Asian,N/A
20162017,095,Todd County Central High School,FOUR YEAR,Met Target,Disability-With IEP (Total),N/A
20162017,095,Todd County Central High School,FOUR YEAR,Met Target,English Learners,N/A
20162017,095,Todd County Central High School,FOUR YEAR,Met Target,Female,Yes
20162017,095,Todd County Central High School,FOUR YEAR,Met Target,Free/Reduced-Price Meals,Yes
20162017,095,Todd County Central High School,FOUR YEAR,Met Target,GAP,Yes
20162017,095,Todd County Central High School,FOUR YEAR,Met Target,Hispanic,N/A
20162017,095,Todd County Central High School,FOUR YEAR,Met Target,Male,Yes
20162017,095,Todd County Central High School,FOUR YEAR,Met Target,Migrant,N/A
20162017,095,Todd County Central High School,FOUR YEAR,Met Target,Native Hawaiian or Other Pacific Islander,N/A
20162017,095,Todd County Central High School,FOUR YEAR,Met Target,Two or more races,N/A
20162017,095,Todd County Central High School,FOUR YEAR,Met Target,White (Non-Hispanic),Yes
20162017,095,Todd County Central High School,FOUR YEAR,Numerator Count,African American,***
20162017,095,Todd County Central High School,FOUR YEAR,Numerator Count,All Students,113
20162017,095,Todd County Central High School,FOUR YEAR,Numerator Count,American Indian or Alaska Native,
20162017,095,Todd County Central High School,FOUR YEAR,Numerator Count,Asian,
20162017,095,Todd County Central High School,FOUR YEAR,Numerator Count,Disability-With IEP (Total),***
20162017,095,Todd County Central High School,FOUR YEAR,Numerator Count,Female,58
20162017,095,Todd County Central High School,FOUR YEAR,Numerator Count,Free/Reduced-Price Meals,58
20162017,095,Todd County Central High School,FOUR YEAR,Numerator Count,GAP,62
20162017,095,Todd County Central High School,FOUR YEAR,Numerator Count,Hispanic,***
20162017,095,Todd County Central High School,FOUR YEAR,Numerator Count,Limited English Proficiency,
20162017,095,Todd County Central High School,FOUR YEAR,Numerator Count,Male,55
20162017,095,Todd County Central High School,FOUR YEAR,Numerator Count,Migrant,
20162017,095,Todd County Central High School,FOUR YEAR,Numerator Count,Native Hawaiian or Other Pacific Islander,
20162017,095,Todd County Central High School,FOUR YEAR,Numerator Count,Two or more races,***
20162017,095,Todd County Central High School,FOUR YEAR,Numerator Count,White (Non-Hispanic),101
20162017,095,Todd County Central High School,FOUR YEAR,Denominator Count,African American,***
20162017,095,Todd County Central High School,FOUR YEAR,Denominator Count,All Students,115
20162017,095,Todd County Central High School,FOUR YEAR,Denominator Count,American Indian or Alaska Native,
20162017,095,Todd County Central High School,FOUR YEAR,Denominator Count,Asian,
20162017,095,Todd County Central High School,FOUR YEAR,Denominator Count,Disability-With IEP (Total),***
20162017,095,Todd County Central High School,FOUR YEAR,Denominator Count,Female,58
20162017,095,Todd County Central High School,FOUR YEAR,Denominator Count,Free/Reduced-Price Meals,60
20162017,095,Todd County Central High School,FOUR YEAR,Denominator Count,GAP,64
20162017,095,Todd County Central High School,FOUR YEAR,Denominator Count,Hispanic,***
20162017,095,Todd County Central High School,FOUR YEAR,Denominator Count,Limited English Proficiency,
20162017,095,Todd County Central High School,FOUR YEAR,Denominator Count,Male,57
20162017,095,Todd County Central High School,FOUR YEAR,Denominator Count,Migrant,
20162017,095,Todd County Central High School,FOUR YEAR,Denominator Count,Native Hawaiian or Other Pacific Islander,
20162017,095,Todd County Central High School,FOUR YEAR,Denominator Count,Two or more races,***
20162017,095,Todd County Central High School,FOUR YEAR,Denominator Count,White (Non-Hispanic),103
20162017,,---District Total---,FIVE YEAR,Actual Score,African American,94.1
20162017,,---District Total---,FIVE YEAR,Actual Score,All Students,96.0
20162017,,---District Total---,FIVE YEAR,Actual Score,American Indian or Alaska Native,
20162017,,---District Total---,FIVE YEAR,Actual Score,Asian,
20162017,,---District Total---,FIVE YEAR,Actual Score,Disability-With IEP (Total),83.3
20162017,,---District Total---,FIVE YEAR,Actual Score,English Learners,
20162017,,---District Total---,FIVE YEAR,Actual Score,Female,96.8
20162017,,---District Total---,FIVE YEAR,Actual Score,Free/Reduced-Price Meals,94.7
20162017,,---District Total---,FIVE YEAR,Actual Score,GAP,92.9
20162017,,---District Total---,FIVE YEAR,Actual Score,Hispanic,***
20162017,,---District Total---,FIVE YEAR,Actual Score,Male,95.5
20162017,,---District Total---,FIVE YEAR,Actual Score,Migrant,
20162017,,---District Total---,FIVE YEAR,Actual Score,Native Hawaiian or Other Pacific Islander,
20162017,,---District Total---,FIVE YEAR,Actual Score,Two or more races,***
20162017,,---District Total---,FIVE YEAR,Actual Score,White (Non-Hispanic),96.0
20162017,,---District Total---,FIVE YEAR,Numerator Count,African American,16
20162017,,---District Total---,FIVE YEAR,Numerator Count,All Students,144
20162017,,---District Total---,FIVE YEAR,Numerator Count,American Indian or Alaska Native,
20162017,,---District Total---,FIVE YEAR,Numerator Count,Asian,
20162017,,---District Total---,FIVE YEAR,Numerator Count,Disability-With IEP (Total),10
20162017,,---District Total---,FIVE YEAR,Numerator Count,Female,60
20162017,,---District Total---,FIVE YEAR,Numerator Count,Free/Reduced-Price Meals,71
20162017,,---District Total---,FIVE YEAR,Numerator Count,GAP,78
20162017,,---District Total---,FIVE YEAR,Numerator Count,Hispanic,***
20162017,,---District Total---,FIVE YEAR,Numerator Count,Limited English Proficiency,
20162017,,---District Total---,FIVE YEAR,Numerator Count,Male,84
20162017,,---District Total---,FIVE YEAR,Numerator Count,Migrant,
20162017,,---District Total---,FIVE YEAR,Numerator Count,Native Hawaiian or Other Pacific Islander,
20162017,,---District Total---,FIVE YEAR,Numerator Count,Two or more races,***
20162017,,---District Total---,FIVE YEAR,Numerator Count,White (Non-Hispanic),121
20162017,,---District Total---,FIVE YEAR,Denominator Count,African American,17
20162017,,---District Total---,FIVE YEAR,Denominator Count,All Students,150
20162017,,---District Total---,FIVE YEAR,Denominator Count,American Indian or Alaska Native,
20162017,,---District Total---,FIVE YEAR,Denominator Count,Asian,
20162017,,---District Total---,FIVE YEAR,Denominator Count,Disability-With IEP (Total),12
20162017,,---District Total---,FIVE YEAR,Denominator Count,Female,62
20162017,,---District Total---,FIVE YEAR,Denominator Count,Free/Reduced-Price Meals,75
20162017,,---District Total---,FIVE YEAR,Denominator Count,GAP,84
20162017,,---District Total---,FIVE YEAR,Denominator Count,Hispanic,***
20162017,,---District Total---,FIVE YEAR,Denominator Count,Limited English Proficiency,
20162017,,---District Total---,FIVE YEAR,Denominator Count,Male,88
20162017,,---District Total---,FIVE YEAR,Denominator Count,Migrant,
20162017,,---District Total---,FIVE YEAR,Denominator Count,Native Hawaiian or Other Pacific Islander,
20162017,,---District Total---,FIVE YEAR,Denominator Count,Two or more races,***
20162017,,---District Total---,FIVE YEAR,Denominator Count,White (Non-Hispanic),126
20162017,,---District Total---,FOUR YEAR,Delivery Target,African American,
20162017,,---District Total---,FOUR YEAR,Delivery Target,All Students,93.8
20162017,,---District Total---,FOUR YEAR,Delivery Target,American Indian or Alaska Native,
20162017,,---District Total---,FOUR YEAR,Delivery Target,Asian,
20162017,,---District Total---,FOUR YEAR,Delivery Target,Disability-With IEP (Total),74.6
20162017,,---District Total---,FOUR YEAR,Delivery Target,English Learners,
20162017,,---District Total---,FOUR YEAR,Delivery Target,Female,94.6
20162017,,---District Total---,FOUR YEAR,Delivery Target,Free/Reduced-Price Meals,97.2
20162017,,---District Total---,FOUR YEAR,Delivery Target,GAP,93.2
20162017,,---District Total---,FOUR YEAR,Delivery Target,Hispanic,
20162017,,---District Total---,FOUR YEAR,Delivery Target,Male,93.0
20162017,,---District Total---,FOUR YEAR,Delivery Target,Migrant,
20162017,,---District Total---,FOUR YEAR,Delivery Target,Native Hawaiian or Other Pacific Islander,
20162017,,---District Total---,FOUR YEAR,Delivery Target,Two or more races,
20162017,,---District Total---,FOUR YEAR,Delivery Target,White (Non-Hispanic),93.2
20162017,,---District Total---,FOUR YEAR,Actual Score,African American,100.0
20162017,,---District Total---,FOUR YEAR,Actual Score,All Students,96.2
20162017,,---District Total---,FOUR YEAR,Actual Score,American Indian or Alaska Native,
20162017,,---District Total---,FOUR YEAR,Actual Score,Asian,
20162017,,---District Total---,FOUR YEAR,Actual Score,Disability-With IEP (Total),90.9
20162017,,---District Total---,FOUR YEAR,Actual Score,English Learners,
20162017,,---District Total---,FOUR YEAR,Actual Score,Female,98.4
20162017,,---District Total---,FOUR YEAR,Actual Score,Free/Reduced-Price Meals,97.1
20162017,,---District Total---,FOUR YEAR,Actual Score,GAP,96.1
20162017,,---District Total---,FOUR YEAR,Actual Score,Hispanic,***
20162017,,---District Total---,FOUR YEAR,Actual Score,Male,93.9
20162017,,---District Total---,FOUR YEAR,Actual Score,Migrant,
20162017,,---District Total---,FOUR YEAR,Actual Score,Native Hawaiian or Other Pacific Islander,
20162017,,---District Total---,FOUR YEAR,Actual Score,Two or more races,***
20162017,,---District Total---,FOUR YEAR,Actual Score,White (Non-Hispanic),96.6
20162017,,---District Total---,FOUR YEAR,Met Target,African American,N/A
20162017,,---District Total---,FOUR YEAR,Met Target,All Students,Yes
20162017,,---District Total---,FOUR YEAR,Met Target,American Indian or Alaska Native,N/A
20162017,,---District Total---,FOUR YEAR,Met Target,Asian,N/A
20162017,,---District Total---,FOUR YEAR,Met Target,Disability-With IEP (Total),Yes
20162017,,---District Total---,FOUR YEAR,Met Target,English Learners,N/A
20162017,,---District Total---,FOUR YEAR,Met Target,Female,Yes
20162017,,---District Total---,FOUR YEAR,Met Target,Free/Reduced-Price Meals,No
20162017,,---District Total---,FOUR YEAR,Met Target,GAP,Yes
20162017,,---District Total---,FOUR YEAR,Met Target,Hispanic,N/A
20162017,,---District Total---,FOUR YEAR,Met Target,Male,Yes
20162017,,---District Total---,FOUR YEAR,Met Target,Migrant,N/A
20162017,,---District Total---,FOUR YEAR,Met Target,Native Hawaiian or Other Pacific Islander,N/A
20162017,,---District Total---,FOUR YEAR,Met Target,Two or more races,N/A
20162017,,---District Total---,FOUR YEAR,Met Target,White (Non-Hispanic),Yes
20162017,,---District Total---,FOUR YEAR,Numerator Count,African American,10
20162017,,---District Total---,FOUR YEAR,Numerator Count,All Students,125
20162017,,---District Total---,FOUR YEAR,Numerator Count,American Indian or Alaska Native,
20162017,,---District Total---,FOUR YEAR,Numerator Count,Asian,
20162017,,---District Total---,FOUR YEAR,Numerator Count,Disability-With IEP (Total),10
20162017,,---District Total---,FOUR YEAR,Numerator Count,Female,63
20162017,,---District Total---,FOUR YEAR,Numerator Count,Free/Reduced-Price Meals,68
20162017,,---District Total---,FOUR YEAR,Numerator Count,GAP,73
20162017,,---District Total---,FOUR YEAR,Numerator Count,Hispanic,***
20162017,,---District Total---,FOUR YEAR,Numerator Count,Limited English Proficiency,
20162017,,---District Total---,FOUR YEAR,Numerator Count,Male,62
20162017,,---District Total---,FOUR YEAR,Numerator Count,Migrant,
20162017,,---District Total---,FOUR YEAR,Numerator Count,Native Hawaiian or Other Pacific Islander,
20162017,,---District Total---,FOUR YEAR,Numerator Count,Two or more races,***
20162017,,---District Total---,FOUR YEAR,Numerator Count,White (Non-Hispanic),112
20162017,,---District Total---,FOUR YEAR,Denominator Count,African American,10
20162017,,---District Total---,FOUR YEAR,Denominator Count,All Students,130
20162017,,---District Total---,FOUR YEAR,Denominator Count,American Indian or Alaska Native,
20162017,,---District Total---,FOUR YEAR,Denominator Count,Asian,
20162017,,---District Total---,FOUR YEAR,Denominator Count,Disability-With IEP (Total),11
20162017,,---District Total---,FOUR YEAR,Denominator Count,Female,64
20162017,,---District Total---,FOUR YEAR,Denominator Count,Free/Reduced-Price Meals,70
20162017,,---District Total---,FOUR YEAR,Denominator Count,GAP,76
20162017,,---District Total---,FOUR YEAR,Denominator Count,Hispanic,***
20162017,,---District Total---,FOUR YEAR,Denominator Count,Limited English Proficiency,
20162017,,---District Total---,FOUR YEAR,Denominator Count,Male,66
20162017,,---District Total---,FOUR YEAR,Denominator Count,Migrant,
20162017,,---District Total---,FOUR YEAR,Denominator Count,Native Hawaiian or Other Pacific Islander,
20162017,,---District Total---,FOUR YEAR,Denominator Count,Two or more races,***
20162017,,---District Total---,FOUR YEAR,Denominator Count,White (Non-Hispanic),116
20162017,070,Trigg County High School,FIVE YEAR,Actual Score,African American,76.9
20162017,070,Trigg County High School,FIVE YEAR,Actual Score,All Students,89.6
20162017,070,Trigg County High School,FIVE YEAR,Actual Score,American Indian or Alaska Native,
20162017,070,Trigg County High School,FIVE YEAR,Actual Score,Asian,
20162017,070,Trigg County High School,FIVE YEAR,Actual Score,Disability-With IEP (Total),66.7
20162017,070,Trigg County High School,FIVE YEAR,Actual Score,English Learners,
20162017,070,Trigg County High School,FIVE YEAR,Actual Score,Female,90.0
20162017,070,Trigg County High School,FIVE YEAR,Actual Score,Free/Reduced-Price Meals,90.4
20162017,070,Trigg County High School,FIVE YEAR,Actual Score,GAP,88.5
20162017,070,Trigg County High School,FIVE YEAR,Actual Score,Hispanic,***
20162017,070,Trigg County High School,FIVE YEAR,Actual Score,Male,89.3
20162017,070,Trigg County High School,FIVE YEAR,Actual Score,Migrant,
20162017,070,Trigg County High School,FIVE YEAR,Actual Score,Native Hawaiian or Other Pacific Islander,
20162017,070,Trigg County High School,FIVE YEAR,Actual Score,Two or more races,
20162017,070,Trigg County High School,FIVE YEAR,Actual Score,White (Non-Hispanic),90.6
20162017,070,Trigg County High School,FIVE YEAR,Numerator Count,African American,10
20162017,070,Trigg County High School,FIVE YEAR,Numerator Count,All Students,138
20162017,070,Trigg County High School,FIVE YEAR,Numerator Count,American Indian or Alaska Native,
20162017,070,Trigg County High School,FIVE YEAR,Numerator Count,Asian,
20162017,070,Trigg County High School,FIVE YEAR,Numerator Count,Disability-With IEP (Total),8
20162017,070,Trigg County High School,FIVE YEAR,Numerator Count,Female,63
20162017,070,Trigg County High School,FIVE YEAR,Numerator Count,Free/Reduced-Price Meals,66
20162017,070,Trigg County High School,FIVE YEAR,Numerator Count,GAP,69
20162017,070,Trigg County High School,FIVE YEAR,Numerator Count,Hispanic,***
20162017,070,Trigg County High School,FIVE YEAR,Numerator Count,Limited English Proficiency,
20162017,070,Trigg County High School,FIVE YEAR,Numerator Count,Male,75
20162017,070,Trigg County High School,FIVE YEAR,Numerator Count,Migrant,
20162017,070,Trigg County High School,FIVE YEAR,Numerator Count,Native Hawaiian or Other Pacific Islander,
20162017,070,Trigg County High School,FIVE YEAR,Numerator Count,Two or more races,
20162017,070,Trigg County High School,FIVE YEAR,Numerator Count,White (Non-Hispanic),125
20162017,070,Trigg County High School,FIVE YEAR,Denominator Count,African American,13
20162017,070,Trigg County High School,FIVE YEAR,Denominator Count,All Students,154
20162017,070,Trigg County High School,FIVE YEAR,Denominator Count,American Indian or Alaska Native,
20162017,070,Trigg County High School,FIVE YEAR,Denominator Count,Asian,
20162017,070,Trigg County High School,FIVE YEAR,Denominator Count,Disability-With IEP (Total),12
20162017,070,Trigg County High School,FIVE YEAR,Denominator Count,Female,70
20162017,070,Trigg County High School,FIVE YEAR,Denominator Count,Free/Reduced-Price Meals,73
20162017,070,Trigg County High School,FIVE YEAR,Denominator Count,GAP,78
20162017,070,Trigg County High School,FIVE YEAR,Denominator Count,Hispanic,***
20162017,070,Trigg County High School,FIVE YEAR,Denominator Count,Limited English Proficiency,
20162017,070,Trigg County High School,FIVE YEAR,Denominator Count,Male,84
20162017,070,Trigg County High School,FIVE YEAR,Denominator Count,Migrant,
20162017,070,Trigg County High School,FIVE YEAR,Denominator Count,Native Hawaiian or Other Pacific Islander,
20162017,070,Trigg County High School,FIVE YEAR,Denominator Count,Two or more races,
20162017,070,Trigg County High School,FIVE YEAR,Denominator Count,White (Non-Hispanic),138
20162017,070,Trigg County High School,FOUR YEAR,Delivery Target,African American,90.2
20162017,070,Trigg County High School,FOUR YEAR,Delivery Target,All Students,94.0
20162017,070,Trigg County High School,FOUR YEAR,Delivery Target,American Indian or Alaska Native,
20162017,070,Trigg County High School,FOUR YEAR,Delivery Target,Asian,
20162017,070,Trigg County High School,FOUR YEAR,Delivery Target,Disability-With IEP (Total),79.6
20162017,070,Trigg County High School,FOUR YEAR,Delivery Target,English Learners,
20162017,070,Trigg County High School,FOUR YEAR,Delivery Target,Female,97.5
20162017,070,Trigg County High School,FOUR YEAR,Delivery Target,Free/Reduced-Price Meals,89.4
20162017,070,Trigg County High School,FOUR YEAR,Delivery Target,GAP,90.2
20162017,070,Trigg County High School,FOUR YEAR,Delivery Target,Hispanic,
20162017,070,Trigg County High School,FOUR YEAR,Delivery Target,Male,90.7
20162017,070,Trigg County High School,FOUR YEAR,Delivery Target,Migrant,
20162017,070,Trigg County High School,FOUR YEAR,Delivery Target,Native Hawaiian or Other Pacific Islander,
20162017,070,Trigg County High School,FOUR YEAR,Delivery Target,Two or more races,
20162017,070,Trigg County High School,FOUR YEAR,Delivery Target,White (Non-Hispanic),94.2
20162017,070,Trigg County High School,FOUR YEAR,Actual Score,African American,100.0
20162017,070,Trigg County High School,FOUR YEAR,Actual Score,All Students,93.8
20162017,070,Trigg County High School,FOUR YEAR,Actual Score,American Indian or Alaska Native,
20162017,070,Trigg County High School,FOUR YEAR,Actual Score,Asian,
20162017,070,Trigg County High School,FOUR YEAR,Actual Score,Disability-With IEP (Total),90.5
20162017,070,Trigg County High School,FOUR YEAR,Actual Score,English Learners,
20162017,070,Trigg County High School,FOUR YEAR,Actual Score,Female,93.2
20162017,070,Trigg County High School,FOUR YEAR,Actual Score,Free/Reduced-Price Meals,93.7
20162017,070,Trigg County High School,FOUR YEAR,Actual Score,GAP,92.5
20162017,070,Trigg County High School,FOUR YEAR,Actual Score,Hispanic,***
20162017,070,Trigg County High School,FOUR YEAR,Actual Score,Male,94.3
20162017,070,Trigg County High School,FOUR YEAR,Actual Score,Migrant,
20162017,070,Trigg County High School,FOUR YEAR,Actual Score,Native Hawaiian or Other Pacific Islander,
20162017,070,Trigg County High School,FOUR YEAR,Actual Score,Two or more races,***
20162017,070,Trigg County High School,FOUR YEAR,Actual Score,White (Non-Hispanic),92.5
20162017,070,Trigg County High School,FOUR YEAR,Met Target,African American,Yes
20162017,070,Trigg County High School,FOUR YEAR,Met Target,All Students,No
20162017,070,Trigg County High School,FOUR YEAR,Met Target,American Indian or Alaska Native,N/A
20162017,070,Trigg County High School,FOUR YEAR,Met Target,Asian,N/A
20162017,070,Trigg County High School,FOUR YEAR,Met Target,Disability-With IEP (Total),Yes
20162017,070,Trigg County High School,FOUR YEAR,Met Target,English Learners,N/A
20162017,070,Trigg County High School,FOUR YEAR,Met Target,Female,No
20162017,070,Trigg County High School,FOUR YEAR,Met Target,Free/Reduced-Price Meals,Yes
20162017,070,Trigg County High School,FOUR YEAR,Met Target,GAP,Yes
20162017,070,Trigg County High School,FOUR YEAR,Met Target,Hispanic,N/A
20162017,070,Trigg County High School,FOUR YEAR,Met Target,Male,Yes
20162017,070,Trigg County High School,FOUR YEAR,Met Target,Migrant,N/A
20162017,070,Trigg County High School,FOUR YEAR,Met Target,Native Hawaiian or Other Pacific Islander,N/A
20162017,070,Trigg County High School,FOUR YEAR,Met Target,Two or more races,N/A
20162017,070,Trigg County High School,FOUR YEAR,Met Target,White (Non-Hispanic),No
20162017,070,Trigg County High School,FOUR YEAR,Numerator Count,African American,19
20162017,070,Trigg County High School,FOUR YEAR,Numerator Count,All Students,152
20162017,070,Trigg County High School,FOUR YEAR,Numerator Count,American Indian or Alaska Native,
20162017,070,Trigg County High School,FOUR YEAR,Numerator Count,Asian,
20162017,070,Trigg County High School,FOUR YEAR,Numerator Count,Disability-With IEP (Total),19
20162017,070,Trigg County High School,FOUR YEAR,Numerator Count,Female,69
20162017,070,Trigg County High School,FOUR YEAR,Numerator Count,Free/Reduced-Price Meals,74
20162017,070,Trigg County High School,FOUR YEAR,Numerator Count,GAP,86
20162017,070,Trigg County High School,FOUR YEAR,Numerator Count,Hispanic,***
20162017,070,Trigg County High School,FOUR YEAR,Numerator Count,Limited English Proficiency,
20162017,070,Trigg County High School,FOUR YEAR,Numerator Count,Male,83
20162017,070,Trigg County High School,FOUR YEAR,Numerator Count,Migrant,
20162017,070,Trigg County High School,FOUR YEAR,Numerator Count,Native Hawaiian or Other Pacific Islander,
20162017,070,Trigg County High School,FOUR YEAR,Numerator Count,Two or more races,***
20162017,070,Trigg County High School,FOUR YEAR,Numerator Count,White (Non-Hispanic),124
20162017,070,Trigg County High School,FOUR YEAR,Denominator Count,African American,19
20162017,070,Trigg County High School,FOUR YEAR,Denominator Count,All Students,162
20162017,070,Trigg County High School,FOUR YEAR,Denominator Count,American Indian or Alaska Native,
20162017,070,Trigg County High School,FOUR YEAR,Denominator Count,Asian,
20162017,070,Trigg County High School,FOUR YEAR,Denominator Count,Disability-With IEP (Total),21
20162017,070,Trigg County High School,FOUR YEAR,Denominator Count,Female,74
20162017,070,Trigg County High School,FOUR YEAR,Denominator Count,Free/Reduced-Price Meals,79
20162017,070,Trigg County High School,FOUR YEAR,Denominator Count,GAP,93
20162017,070,Trigg County High School,FOUR YEAR,Denominator Count,Hispanic,***
20162017,070,Trigg County High School,FOUR YEAR,Denominator Count,Limited English Proficiency,
20162017,070,Trigg County High School,FOUR YEAR,Denominator Count,Male,88
20162017,070,Trigg County High School,FOUR YEAR,Denominator Count,Migrant,
20162017,070,Trigg County High School,FOUR YEAR,Denominator Count,Native Hawaiian or Other Pacific Islander,
20162017,070,Trigg County High School,FOUR YEAR,Denominator Count,Two or more races,***
20162017,070,Trigg County High School,FOUR YEAR,Denominator Count,White (Non-Hispanic),134
20162017,,---District Total---,FIVE YEAR,Actual Score,African American,76.9
20162017,,---District Total---,FIVE YEAR,Actual Score,All Students,89.6
20162017,,---District Total---,FIVE YEAR,Actual Score,American Indian or Alaska Native,
20162017,,---District Total---,FIVE YEAR,Actual Score,Asian,
20162017,,---District Total---,FIVE YEAR,Actual Score,Disability-With IEP (Total),66.7
20162017,,---District Total---,FIVE YEAR,Actual Score,English Learners,
